coreid,type,identifier,license
16e242f7-f4fa-441b-8595-eb3988c6372d,,https://zenodo.org/record/2677821/files/CAM000405_v.JPG,
cc605b77-65ea-455d-a43a-4cb8aab05b48,,https://zenodo.org/record/2707828/files/CAM040264_d.JPG,
b5863bef-59c4-4ce2-a6ee-8349717f457c,,https://zenodo.org/record/2714333/files/CAM041057_d.JPG,
1471430e-0338-4da2-8354-1b52948c95fd,,https://zenodo.org/record/2714333/files/CAM040882_d.JPG,
2d3f301a-1ad2-4f59-a0e6-b52ceb035e83,,https://zenodo.org/record/2684906/files/CAM008043_d.JPG,
817c7523-8ba7-4028-8f20-26137f53d31f,,https://zenodo.org/record/2686762/files/CAM009187_d.JPG,
52fef6a0-a6c4-4eef-9b86-239bee7abb76,,https://zenodo.org/record/2684906/files/CAM008286_v.JPG,
d1ee8253-653b-4234-a2bc-eb41d0a274ce,,https://zenodo.org/record/2686762/files/CAM009025_v.JPG,
cbfb59a7-927f-4fbb-a821-3f0e851d8162,,https://zenodo.org/record/2677821/files/CAM000187_v.JPG,
ef113d85-0bb7-47cf-8864-6450cfc6887a,,https://zenodo.org/record/2684906/files/CAM008472_d.JPG,
d6eacfe9-47f2-421f-a5c0-78dfa7b57dca,,https://zenodo.org/record/2714333/files/CAM041300_d.JPG,
cadc8440-bca4-4c92-a68b-d527c131065c,,https://zenodo.org/record/2686762/files/CAM008623_d.JPG,
59da1674-8ba2-417e-ae87-ebd2033f99f3,,https://zenodo.org/record/2707828/files/CAM040514_d.JPG,
19e525f7-5213-442d-b48d-3c865bcc6091,,https://zenodo.org/record/2714333/files/CAM041115_d.JPG,
0460073b-2e86-44b1-8581-f057b31e3723,,https://zenodo.org/record/2684906/files/CAM008183_v.JPG,
6f5cf898-242f-40e2-8b61-a3b9a5d40496,,https://zenodo.org/record/2686762/files/CAM008758_v.JPG,
2479f732-b352-4fc9-9c2b-963b99c31867,,https://zenodo.org/record/2684906/files/CAM002910_v.JPG,
4578b08a-094b-4b2e-9e07-47ba574e0b49,,https://zenodo.org/record/2707828/files/CAM040218_v.JPG,
f0b3490a-14da-4833-a550-85069eea5639,,https://zenodo.org/record/2677821/files/CAM000055_v.JPG,
ff1122d7-2e36-42dd-9faf-5e87b361fdd9,,https://zenodo.org/record/2707828/files/CAM040186_v.JPG,
be7fa50b-de96-4136-9908-07326d874268,,https://zenodo.org/record/2707828/files/CAM040015_v.JPG,
f1b64b5d-2cba-44f4-8758-281ff56ed36a,,https://zenodo.org/record/2702457/files/CAM020888_d.JPG,
78c2eaf3-94c7-4180-953c-38d7535d62a7,,https://zenodo.org/record/2707828/files/CAM040506_v.JPG,
f7747a60-f514-497f-870f-dcde0fbba960,,https://zenodo.org/record/2714333/files/CAM041206_d.JPG,
4e1e7455-d491-46de-a46a-f66d71d8f037,,https://zenodo.org/record/2707828/files/CAM040552_v.JPG,
4b21ae83-6f0b-4748-b117-8ef4927a8b94,,https://zenodo.org/record/2714333/files/CAM041100_v.JPG,
d8fb1fba-22f4-4364-9a44-358a27be7524,,https://zenodo.org/record/2684906/files/CAM008160_d.JPG,
d07dccba-7091-4e44-9d85-ae4952f6dc97,,https://zenodo.org/record/2677821/files/CAM000215_d.JPG,
243e6ebd-3f01-419e-aedf-00363e65adea,,https://zenodo.org/record/2702457/files/CAM021065_d.JPG,
3d2ed553-2937-45f2-bd0d-eba198e60662,,https://zenodo.org/record/2684906/files/CAM008368_v.JPG,
3f15b921-1134-4722-8a6f-da78b9f03472,,https://zenodo.org/record/2707828/files/CAM040388_v.JPG,
f8761be8-5ee3-43da-a765-9f1a00d15106,,https://zenodo.org/record/2682458/files/CAM000551_d.JPG,
7b63444f-3f6f-45f3-a75a-fd2f5cb86b14,,https://zenodo.org/record/2714333/files/CAM040872_d.JPG,
92974631-351d-43f6-b842-d97b9475c90a,,https://zenodo.org/record/2707828/files/CAM040584_d.JPG,
ac90f376-9cd3-4c1b-80f2-fb3d351e9aac,,https://zenodo.org/record/2684906/files/CAM008369_v.JPG,
343df7a8-53e2-429a-8900-1342683538b3,,https://zenodo.org/record/2707828/files/CAM040539_v.JPG,
6c4af392-873b-4e21-9a69-b2ac47faac65,,https://zenodo.org/record/2686762/files/CAM009153_v.JPG,
f1881f52-c12b-4484-9a36-eafff1c0f8df,,https://zenodo.org/record/2677821/files/CAM000193_v.JPG,
89cb9ce9-8ba4-452e-b02e-be70fa30b2e4,,https://zenodo.org/record/2714333/files/CAM040897_d.JPG,
833a60fb-2b11-47d8-ba61-b8422f3739ae,,https://zenodo.org/record/2702457/files/CAM021051_d.JPG,
0aa848b1-4f51-442c-bc41-6f2a287b9aaa,,https://zenodo.org/record/2714333/files/CAM040949_d.JPG,
d1f2cd71-d308-45cd-b860-64e145ea285e,,https://zenodo.org/record/2686762/files/CAM008852_d.JPG,
