id,occurrenceID,catalogNumber,datasetName,recordNumber,otherCatalogNumbers,basisOfRecord,eventDate,locality,country,decimalLatitude,decimalLongitude,geodeticDatum,year,sex,lifeStage,recordedBy,individualCount,taxonId,scientificName,scientificNameAuthorship,taxonRank,genus,family,order,class,kingdom,coordinateUncertaintyInMeters,dynamicProperties
00075b7f-3920-4987-a3e4-e98568a38558,00075b7f-3920-4987-a3e4-e98568a38558,CAM040599,Heliconiine Butterfly Collection Records from University of Cambridge,,,PreservedSpecimen,2017-03-07,Mashpi to Pachijal 2,Ecuador,0.18085,-78.85322,4326,2017,Male,,,1,,Heliconius cydno ssp. alithea,,Subspecies,Heliconius,Nymphalidae,Lepidoptera,Insecta,Animalia,,{}
000dc8ca-5d60-4aff-9823-33d20d52c7cd,000dc8ca-5d60-4aff-9823-33d20d52c7cd,CAM040277,Heliconiine Butterfly Collection Records from University of Cambridge,,,PreservedSpecimen,2017-01-30,Km 119 Baeza - Lago Agrio,Ecuador,-0.178,-77.68167,4326,2017,Female,,,1,,Actinote sp.,,Species,Actinote,Nymphalidae,Lepidoptera,Insecta,Animalia,,{}
001b4619-bfe3-4a89-9709-45a70c1fa380,001b4619-bfe3-4a89-9709-45a70c1fa380,CAM120368,Heliconiine Butterfly Collection Records from University of Cambridge,,,PreservedSpecimen,2005-11-15,Anangu Boca del Rio ECD OR,Ecuador,-0.5287,-76.3948,4326,2005,Female,,,1,,Pseudoscada timna ssp. utilla,,Subspecies,Pseudoscada,Nymphalidae,Lepidoptera,Insecta,Animalia,,{}
0021e86f-64b3-4ce8-b872-f783f00f5f6a,0021e86f-64b3-4ce8-b872-f783f00f5f6a,CAM014638,Heliconiine Butterfly Collection Records from University of Cambridge,,,PreservedSpecimen,2009-11-23,Puerta Lara,Panamá,8.61355,-78.13982,4326,2009,,,,1,,Heliconius melpomene ssp. melpomene,,Subspecies,Heliconius,Nymphalidae,Lepidoptera,Insecta,Animalia,,{}
0034a857-9ed6-45be-b437-8e20eef541bb,0034a857-9ed6-45be-b437-8e20eef541bb,CAM008071,Heliconiine Butterfly Collection Records from University of Cambridge,,,PreservedSpecimen,2000-12-17,Gamboa #183,Panamá,9.116,-79.698,4326,2000,Unknown,,,1,1902692,Anthanassa drusilla,,Species,Anthanassa,Nymphalidae,Lepidoptera,Insecta,Animalia,,{}
0035c9af-54d7-49f7-b2dc-c3fe16edf94a,0035c9af-54d7-49f7-b2dc-c3fe16edf94a,CAM008465,Heliconiine Butterfly Collection Records from University of Cambridge,,,PreservedSpecimen,2001-09-03,"Quebrada Hornito Trail, Fortuna,",Panamá,8.6928,-82.2245,4326,2001,Female,,,1,1895200,Greta nero,,Species,Greta,Nymphalidae,Lepidoptera,Insecta,Animalia,,{}
0040aeef-2be9-4197-b230-d9add1fbf342,0040aeef-2be9-4197-b230-d9add1fbf342,CAM008536,Heliconiine Butterfly Collection Records from University of Cambridge,,,PreservedSpecimen,2002-02-18,"Machay protected area,",Ecuador,-1.42,-78.287,4326,2002,Male,,,1,,Heliconius sp.,,Species,Heliconius,Nymphalidae,Lepidoptera,Insecta,Animalia,,{}
00417708-328b-4fc9-8654-6eacb4be80f1,00417708-328b-4fc9-8654-6eacb4be80f1,CAM000291,Heliconiine Butterfly Collection Records from University of Cambridge,,,PreservedSpecimen,1998-05-22,"La Desiree, near Cayenne",French Guiana,4.85,-52.3333,4326,1998,Male,,,1,1900408,Heliconius wallacei,,Species,Heliconius,Nymphalidae,Lepidoptera,Insecta,Animalia,,{}
0071e7a4-6cb0-4bca-85f5-25165fc1bdd1,0071e7a4-6cb0-4bca-85f5-25165fc1bdd1,CAM040617,Heliconiine Butterfly Collection Records from University of Cambridge,,,PreservedSpecimen,2017-03-07,Mashpi to Pachijal 2,Ecuador,0.18085,-78.85322,4326,2017,Male,,,1,,Heliconius eleuchia ssp. primularis,,Subspecies,Heliconius,,,,,,{}
009298ae-378f-4720-b95f-976c78767d83,009298ae-378f-4720-b95f-976c78767d83,CAM018033,Heliconiine Butterfly Collection Records from University of Cambridge,,,PreservedSpecimen,2011-03-20,Puerta Lara,Panamá,8.61355,-78.13982,4326,2011,,,,1,,Heliconius erato ssp. hydara,,Subspecies,Heliconius,Nymphalidae,Lepidoptera,Insecta,Animalia,,{}
009423b6-dbc8-4706-a628-03c18e3610f7,009423b6-dbc8-4706-a628-03c18e3610f7,CAM120015,Heliconiine Butterfly Collection Records from University of Cambridge,,,PreservedSpecimen,,"San Francisco, casa de Arcoiris, km 23 Loja-Zamora rd.",Ecuador,-3.9883,-79.93,4326,,Female,,,1,1894935,Napeogenes flossina,,Species,Napeogenes,Nymphalidae,Lepidoptera,Insecta,Animalia,,{}
0099bd96-869b-47c0-baac-58750e7e6d5c,0099bd96-869b-47c0-baac-58750e7e6d5c,CAM008923,Heliconiine Butterfly Collection Records from University of Cambridge,,,PreservedSpecimen,,"Puente Rio Serranoyacu, above Rioja,",Peru,-5.6745,-77.6748,4326,,Male,,,1,,Ithomia salapia ssp. derasa,,Subspecies,Ithomia,Nymphalidae,Lepidoptera,Insecta,Animalia,,{}
00aa20f6-bc67-4d92-9424-278d37c67e90,00aa20f6-bc67-4d92-9424-278d37c67e90,CAM008147,Heliconiine Butterfly Collection Records from University of Cambridge,,,PreservedSpecimen,2001-05-23,Km 119 Baeza - Lago Agrio,Ecuador,-0.178,-77.68167,4326,2001,Male,,,1,1900251,Heliconius hierax,,Species,Heliconius,Nymphalidae,Lepidoptera,Insecta,Animalia,,{}
00abb829-3055-40d9-8874-49f4d91910f2,00abb829-3055-40d9-8874-49f4d91910f2,CAM000492,Heliconiine Butterfly Collection Records from University of Cambridge,,,PreservedSpecimen,1998-06-18,"Parcela 33, Villeta - Guaduas 23.6km",Colombia,5.658,-74.5619,4326,1998,Male,,,1,,Heliconius cydno ssp. chioneus,,Subspecies,Heliconius,Nymphalidae,Lepidoptera,Insecta,Animalia,,{}
00f3c39a-03d5-426b-a5a9-c30f73e52a1a,00f3c39a-03d5-426b-a5a9-c30f73e52a1a,CAM040327,Heliconiine Butterfly Collection Records from University of Cambridge,,,PreservedSpecimen,2017-02-03,"Mashpi Road, P20",Ecuador,0.15615,-78.86355,4326,2017,Female,,,1,,Heliconius cydno ssp. alithea,,Subspecies,Heliconius,Nymphalidae,Lepidoptera,Insecta,Animalia,,{}
011b685b-703e-4d5e-86c8-e410ba3b47a6,011b685b-703e-4d5e-86c8-e410ba3b47a6,CAM120390,Heliconiine Butterfly Collection Records from University of Cambridge,,,PreservedSpecimen,2005-11-16,Anangu Boca del Rio ECD OR,Ecuador,-0.5287,-76.3948,4326,2005,Male,,,1,,Mechanitis mazaeus ssp. mazaeus,,Subspecies,Mechanitis,Nymphalidae,Lepidoptera,Insecta,Animalia,,{}
01245a7c-ddae-4ab3-8825-564335c4f1d0,01245a7c-ddae-4ab3-8825-564335c4f1d0,CAM011439,Heliconiine Butterfly Collection Records from University of Cambridge,,,PreservedSpecimen,,"El Topo, Baños - Puyo road,",Ecuador,-1.39801,-78.17813,4326,,Female,,,1,1900725,Heliconius timareta,,Species,Heliconius,Nymphalidae,Lepidoptera,Insecta,Animalia,,{}
0160484f-3243-4d50-9f22-627b59f98d37,0160484f-3243-4d50-9f22-627b59f98d37,CAM008595,Heliconiine Butterfly Collection Records from University of Cambridge,,,PreservedSpecimen,2002-08-17,"Pongo de Cainarache - Baranquita, Km 7.2,",Peru,-6.2897,-76.2289,4326,2002,Unknown,,,1,5131626,Eueides lybia,,Species,Eueides,Nymphalidae,Lepidoptera,Insecta,Animalia,,{}
016fe2f8-fd35-4122-93a1-cdcc2c755c98,016fe2f8-fd35-4122-93a1-cdcc2c755c98,CAM120700,Heliconiine Butterfly Collection Records from University of Cambridge,,,PreservedSpecimen,2005-12-05,Anangu Boca del Rio ECD OR,Ecuador,-0.5287,-76.3948,4326,2005,Female,,,1,,Mechanitis mazaeus ssp. mazaeus,,Subspecies,Mechanitis,Nymphalidae,Lepidoptera,Insecta,Animalia,,{}
017992ff-5366-4f3c-ac07-4cf3a05c80fa,017992ff-5366-4f3c-ac07-4cf3a05c80fa,CAM120609,Heliconiine Butterfly Collection Records from University of Cambridge,,,PreservedSpecimen,2005-11-29,Anangu Boca del Rio ECD OR,Ecuador,-0.5287,-76.3948,4326,2005,Female,,,1,,Mechanitis mazaeus ssp. mazaeus,,Subspecies,Mechanitis,Nymphalidae,Lepidoptera,Insecta,Animalia,,{}
018b5344-a46c-4a2d-b25b-8f1185d8ad39,018b5344-a46c-4a2d-b25b-8f1185d8ad39,CAM120017,Heliconiine Butterfly Collection Records from University of Cambridge,,,PreservedSpecimen,,"Loma Kilamo , Macas",Ecuador,-2.35,-78.145,4326,,Male,,,1,1895018,Napeogenes glycera,,Species,Napeogenes,Nymphalidae,Lepidoptera,Insecta,Animalia,,{}
0197df20-4dff-4f50-9446-cf16ddd56e24,0197df20-4dff-4f50-9446-cf16ddd56e24,CAM008355,Heliconiine Butterfly Collection Records from University of Cambridge,,,PreservedSpecimen,2001-08-31,"Quebrada Hornito Trail, Fortuna,",Panamá,8.6928,-82.2245,4326,2001,Female,,,1,1908146,Ithomia heraldica,,Species,Ithomia,Nymphalidae,Lepidoptera,Insecta,Animalia,,{}
019bd69f-f991-4b33-8b73-d832e05bd4fa,019bd69f-f991-4b33-8b73-d832e05bd4fa,CAM008150,Heliconiine Butterfly Collection Records from University of Cambridge,,,PreservedSpecimen,2001-05-23,Km 119 Baeza - Lago Agrio,Ecuador,-0.178,-77.68167,4326,2001,Male,,,1,1900251,Heliconius hierax,,Species,Heliconius,Nymphalidae,Lepidoptera,Insecta,Animalia,,{}
01afbb58-6d0a-4820-a22a-52f49e29f797,01afbb58-6d0a-4820-a22a-52f49e29f797,CAM040183,Heliconiine Butterfly Collection Records from University of Cambridge,,,PreservedSpecimen,2017-01-23,"San Pedro de Arajuno, trail",Ecuador,-1.09759,-77.5893,4326,2017,Male,,,1,,Heliconius melpomene ssp. malleti,,Subspecies,Heliconius,Nymphalidae,Lepidoptera,Insecta,Animalia,,{}
01b2664a-1740-4f0a-b16f-aeed3afbfdf5,01b2664a-1740-4f0a-b16f-aeed3afbfdf5,CAM040141,Heliconiine Butterfly Collection Records from University of Cambridge,,,PreservedSpecimen,2017-01-18,Finca el Escondite,Colombia,0.79536,-76.58573,4326,2017,Female,,,1,,Heliconius erato ssp. lativitta,,Subspecies,Heliconius,Nymphalidae,Lepidoptera,Insecta,Animalia,,{}
01bc3115-ad3f-4d9c-b130-534775917d99,01bc3115-ad3f-4d9c-b130-534775917d99,CAM000486,Heliconiine Butterfly Collection Records from University of Cambridge,,,PreservedSpecimen,1998-06-18,"Parcela 33, Villeta - Guaduas 23.6km",Colombia,5.658,-74.5619,4326,1998,Male,,,1,,Heliconius cydno ssp. chioneus,,Subspecies,Heliconius,Nymphalidae,Lepidoptera,Insecta,Animalia,,{}
01c2c532-b796-4f82-99e2-b5ddbbb72c53,01c2c532-b796-4f82-99e2-b5ddbbb72c53,CAM008038,Heliconiine Butterfly Collection Records from University of Cambridge,,,PreservedSpecimen,2000-09-09,"Cafe Duran Finca, near Santa Clara,",Panamá,8.8388,-82.7148,4326,2000,Female,,,1,1900825,Heliconius clysonymus,,Species,Heliconius,Nymphalidae,Lepidoptera,Insecta,Animalia,,{}
01c7e1cc-4354-43ac-a950-f84047f82e89,01c7e1cc-4354-43ac-a950-f84047f82e89,CAM021002,Heliconiine Butterfly Collection Records from University of Cambridge,,,PreservedSpecimen,2014-02-19,"Van Ams Camp, Bakhuis, Sipaliwini, Suriname",Suriname,4.7369,-56.8,4326,2014,Male,,,1,1896749,Dryadula phaetusa,,Species,Dryadula,Nymphalidae,Lepidoptera,Insecta,Animalia,,{}
01f7477f-8a37-415b-993d-b5e56141ec25,01f7477f-8a37-415b-993d-b5e56141ec25,CAM021229,Heliconiine Butterfly Collection Records from University of Cambridge,,,PreservedSpecimen,2014-03-12,"Bakhuis Main Road, Sipaliwini, Suriname",Suriname,4.72,-56.81,4326,2014,Male,,,1,1900197,Heliconius antiochus,,Species,Heliconius,Nymphalidae,Lepidoptera,Insecta,Animalia,,{}
01fe3962-cf24-4dcb-8660-ee7a06c97024,01fe3962-cf24-4dcb-8660-ee7a06c97024,CAM009062,Heliconiine Butterfly Collection Records from University of Cambridge,,,PreservedSpecimen,,"Helechaux, near Popayan",Colombia,2.5133,-76.5942,4326,,Male,,,1,,Heliconius cydno ssp. weymeri,,Subspecies,Heliconius,Nymphalidae,Lepidoptera,Insecta,Animalia,,{}
0200b75b-b546-492b-b1d5-84e23428ba1d,0200b75b-b546-492b-b1d5-84e23428ba1d,CAM008586,Heliconiine Butterfly Collection Records from University of Cambridge,,,PreservedSpecimen,2002-08-18,"Tarapoto-Yurimaguas (Km15), Tunel Cumbre, Fondo Biodiversidad,",Peru,-6.4584,-76.2877,4326,2002,Male,,,1,,Heliconius numata,,Species,Heliconius,Nymphalidae,Lepidoptera,Insecta,Animalia,,{}
02053e36-89a6-4416-afff-ce7e28b5ffa0,02053e36-89a6-4416-afff-ce7e28b5ffa0,CAM040761,Heliconiine Butterfly Collection Records from University of Cambridge,,,PreservedSpecimen,2017-07-07,"Puerto Quito, La Isla",Ecuador,0.11001,-79.23029,4326,2017,Female,,,1,,Heliconius erato ssp. cyrbia,,Subspecies,Heliconius,Nymphalidae,Lepidoptera,Insecta,Animalia,,{}
020c7814-3a76-4447-a77b-f8c06180b40e,020c7814-3a76-4447-a77b-f8c06180b40e,CAM000898,Heliconiine Butterfly Collection Records from University of Cambridge,,,PreservedSpecimen,1998-12-12,Santa Rita Ridge,Panamá,9.34,-79.77,4326,1998,Male,,,1,,Heliconius melpomene ssp. rosina,,Subspecies,Heliconius,Nymphalidae,Lepidoptera,Insecta,Animalia,,{}
0219a074-4a08-4c58-9ece-1f7652eec848,0219a074-4a08-4c58-9ece-1f7652eec848,CAM009183,Heliconiine Butterfly Collection Records from University of Cambridge,,,PreservedSpecimen,2007-12-13,"El Topo, Baños - Puyo road,",Ecuador,-1.39801,-78.17813,4326,2007,Male,,,1,1900725,Heliconius timareta,,Species,Heliconius,Nymphalidae,Lepidoptera,Insecta,Animalia,,{}
02280cba-3608-4ad5-84f8-3f5319ca9516,02280cba-3608-4ad5-84f8-3f5319ca9516,CAM021016,Heliconiine Butterfly Collection Records from University of Cambridge,,,PreservedSpecimen,2014-02-21,"Bakhuis-Nickerie Rd, Sipaliwini, Suriname",Suriname,4.72,-56.81,4326,2014,Female,,,1,,,,,,,,,,,{}
0233a4ff-adbb-4951-9633-9cb416ae4201,0233a4ff-adbb-4951-9633-9cb416ae4201,CAM008812,Heliconiine Butterfly Collection Records from University of Cambridge,,,PreservedSpecimen,2002-09-29,"Cana, around runway area,",Panamá,7.7568,-77.6841,4326,2002,Unknown,,,1,,Anartia fatima x amathea,,Species,Anartia,Nymphalidae,Lepidoptera,Insecta,Animalia,,{}
02389152-589c-4d67-a469-ee2ecc7af180,02389152-589c-4d67-a469-ee2ecc7af180,CAM008711,Heliconiine Butterfly Collection Records from University of Cambridge,,,PreservedSpecimen,2002-08-23,"Tarapoto-Yurimaguas (Km 78),",Peru,-6.2392,-76.2687,4326,2002,Male,,,1,1900872,Heliconius erato,,Species,Heliconius,Nymphalidae,Lepidoptera,Insecta,Animalia,,{}
0248bda1-a63e-4db3-b351-6ec05914fa94,0248bda1-a63e-4db3-b351-6ec05914fa94,CAM008521,Heliconiine Butterfly Collection Records from University of Cambridge,,,PreservedSpecimen,2002-02-16,"El Topo, Baños - Puyo road,",Ecuador,-1.39801,-78.17813,4326,2002,Male,,,1,,Heliconius timareta ssp. timareta,,Subspecies,Heliconius,Nymphalidae,Lepidoptera,Insecta,Animalia,,{}
02515967-97b6-474c-aeb4-d6bda389077c,02515967-97b6-474c-aeb4-d6bda389077c,CAM008032,Heliconiine Butterfly Collection Records from University of Cambridge,,,PreservedSpecimen,2000-09-08,"Cafe Duran Finca, near Santa Clara,",Panamá,8.8388,-82.7148,4326,2000,Male,,,1,1900578,Heliconius pachinus,,Species,Heliconius,Nymphalidae,Lepidoptera,Insecta,Animalia,,{}
0252ed64-531f-4e92-b0c0-d742c34a060b,0252ed64-531f-4e92-b0c0-d742c34a060b,CAM040418,Heliconiine Butterfly Collection Records from University of Cambridge,,,PreservedSpecimen,2017-02-08,"Road to Mashpi, P2",Ecuador,0.19496,-78.87631,4326,2017,Female,,,1,1900565,Heliconius atthis,,Species,Heliconius,Nymphalidae,Lepidoptera,Insecta,Animalia,,{}
02542ef2-f015-4d62-850e-b09de3f1872d,02542ef2-f015-4d62-850e-b09de3f1872d,CAM000034,Heliconiine Butterfly Collection Records from University of Cambridge,,,PreservedSpecimen,1998-02-28,"Virgen de Chirajara near Guayabetal (just before shrine towards Villavicencio, lower site),",Colombia,4.265,-73.7974,4326,1998,Male,,,1,1900282,Heliconius heurippa,,Species,Heliconius,Nymphalidae,Lepidoptera,Insecta,Animalia,,{}
026611fc-a5bf-490d-bd43-db7ed427ff8b,026611fc-a5bf-490d-bd43-db7ed427ff8b,CAM008096,Heliconiine Butterfly Collection Records from University of Cambridge,,,PreservedSpecimen,2001-04-27,"Achiote Road,",Panamá,9.218,-79.979,4326,2001,Unknown,,,1,1895777,Eresia mechanitis,,Species,Eresia,Nymphalidae,Lepidoptera,Insecta,Animalia,,{}
0269a796-7b57-4cab-9c56-fe521e34ea10,0269a796-7b57-4cab-9c56-fe521e34ea10,CAM002853,Heliconiine Butterfly Collection Records from University of Cambridge,,,PreservedSpecimen,,"Suscal 23.3 gm west,",Ecuador,-2.4548,-79.149,4326,,Male,,,1,,Heliconius eleuchia,,Species,Heliconius,Nymphalidae,Lepidoptera,Insecta,Animalia,,{}
026e7675-7c93-4bfe-a18e-81112f4b95cf,026e7675-7c93-4bfe-a18e-81112f4b95cf,CAM040449,Heliconiine Butterfly Collection Records from University of Cambridge,,,PreservedSpecimen,2017-02-07,"El Tortugo, P25",Ecuador,0.20773,-78.94691,4326,2017,Female,,,1,,Heliconius erato ssp. cyrbia,,Subspecies,Heliconius,Nymphalidae,Lepidoptera,Insecta,Animalia,,{}
027e3f34-f618-46d0-9cb2-830d7a83f17b,027e3f34-f618-46d0-9cb2-830d7a83f17b,CAM008759,Heliconiine Butterfly Collection Records from University of Cambridge,,,PreservedSpecimen,2002-08-28,"Puente Aguas Verdes, above Rioja ,",Peru,-5.6846,-77.6576,4326,2002,Female,,,1,,Heliconius melpomene ssp. amaryllis,,Subspecies,Heliconius,Nymphalidae,Lepidoptera,Insecta,Animalia,,{}
02c5235d-686f-4101-90f8-c1a91abbd76b,02c5235d-686f-4101-90f8-c1a91abbd76b,CAM000371,Heliconiine Butterfly Collection Records from University of Cambridge,,,PreservedSpecimen,1998-05-27,"Kourou - Cayenne, 5.4km, along road to gun club",French Guiana,5.1158,-52.648,4326,1998,Female,,,1,,Heliconius erato ssp. hydara x erato,,Subspecies,Heliconius,Nymphalidae,Lepidoptera,Insecta,Animalia,,{}
02c8bc92-b67d-4b66-9181-1c9016b0f464,02c8bc92-b67d-4b66-9181-1c9016b0f464,CAM008467,Heliconiine Butterfly Collection Records from University of Cambridge,,,PreservedSpecimen,2001-09-05,"Quebrada Hornito Trail, Fortuna,",Panamá,8.6928,-82.2245,4326,2001,Female,,,1,,Greta andromica ssp. andromica,,Subspecies,Greta,Nymphalidae,Lepidoptera,Insecta,Animalia,,{}
02d4be9f-92dd-41f6-8bd9-a38d5afdf35a,02d4be9f-92dd-41f6-8bd9-a38d5afdf35a,CAM008365,Heliconiine Butterfly Collection Records from University of Cambridge,,,PreservedSpecimen,2001-08-31,"Quebrada Hornito Trail, Fortuna,",Panamá,8.6928,-82.2245,4326,2001,Female,,,1,1908169,Ithomia xenos,,Species,Ithomia,Nymphalidae,Lepidoptera,Insecta,Animalia,,{}
02dbcde5-b855-43d0-b7a1-aa99dd4b25b2,02dbcde5-b855-43d0-b7a1-aa99dd4b25b2,CAM000050,Heliconiine Butterfly Collection Records from University of Cambridge,,,PreservedSpecimen,1998-02-28,"Virgen de Chirajara near Guayabetal U (just before shrine towards Villavicencio, upper site),",Colombia,4.265,-73.7974,4326,1998,Male,,,1,1900282,Heliconius heurippa,,Species,Heliconius,Nymphalidae,Lepidoptera,Insecta,Animalia,,{}
02ef7577-ca5d-4f73-8bb8-b8ec512671cb,02ef7577-ca5d-4f73-8bb8-b8ec512671cb,CAM040214,Heliconiine Butterfly Collection Records from University of Cambridge,,,PreservedSpecimen,2017-01-25,Alto Tena,Ecuador,-0.94643,-77.86638,4326,2017,Male,,,1,,Heliconius erato ssp. lativitta,,Subspecies,Heliconius,Nymphalidae,Lepidoptera,Insecta,Animalia,,{}
03198383-b544-49cc-b324-d91c7135de56,03198383-b544-49cc-b324-d91c7135de56,CAM040785,Heliconiine Butterfly Collection Records from University of Cambridge,,,PreservedSpecimen,2017-07-07,"Puerto Quito, La Isla",Ecuador,0.11001,-79.23029,4326,2017,Male,,,1,1900787,Heliconius sara,,Species,Heliconius,Nymphalidae,Lepidoptera,Insecta,Animalia,,{}
032610eb-4100-481c-8d68-d786458e2309,032610eb-4100-481c-8d68-d786458e2309,CAM008010,Heliconiine Butterfly Collection Records from University of Cambridge,,,PreservedSpecimen,2000-08-12,"Quebrada Hornito Trail, Fortuna,",Panamá,8.6928,-82.2245,4326,2000,Male,,,1,,Dircenna olyras ssp. relata,,Subspecies,Dircenna,Nymphalidae,Lepidoptera,Insecta,Animalia,,{}
032f75ae-06fa-4997-b9fa-b18888ed3828,032f75ae-06fa-4997-b9fa-b18888ed3828,CAM008454,Heliconiine Butterfly Collection Records from University of Cambridge,,,PreservedSpecimen,2001-09-03,"Quebrada Hornito Trail, Fortuna,",Panamá,8.6928,-82.2245,4326,2001,Female,,,1,1895203,Greta annette,,Species,Greta,Nymphalidae,Lepidoptera,Insecta,Animalia,,{}
0343479e-8995-4571-b475-057b42df2038,0343479e-8995-4571-b475-057b42df2038,CAM018200,Heliconiine Butterfly Collection Records from University of Cambridge,,,PreservedSpecimen,2011-03-31,Lajas Blancas,Panamá,8.41323,-77.80923,4326,2011,,,,1,,Heliconius erato ssp. hydara,,Subspecies,Heliconius,Nymphalidae,Lepidoptera,Insecta,Animalia,,{}
035034ca-951e-4078-9e44-8dec6786787e,035034ca-951e-4078-9e44-8dec6786787e,CAM000517,Heliconiine Butterfly Collection Records from University of Cambridge,,,PreservedSpecimen,1998-06-16,"Parcela 33, Villeta - Guaduas 23.6km",Colombia,5.658,-74.5619,4326,1998,Female,,,1,,Heliconius cydno ssp. chioneus,,Subspecies,Heliconius,Nymphalidae,Lepidoptera,Insecta,Animalia,,{}
0355c514-aa64-4f89-9ed3-191c03468f45,0355c514-aa64-4f89-9ed3-191c03468f45,CAM120510,Heliconiine Butterfly Collection Records from University of Cambridge,,,PreservedSpecimen,,Anangu Boca del Rio ECD OR,Ecuador,-0.5287,-76.3948,4326,,Female,,,1,,Brevioleria arzalia,,Species,Brevioleria,Danaidae,Lepidoptera,Insecta,Animalia,,{}
0362fccd-692b-47a2-b36d-e52163bd80ee,0362fccd-692b-47a2-b36d-e52163bd80ee,CAM014678,Heliconiine Butterfly Collection Records from University of Cambridge,,,PreservedSpecimen,2009-11-24,Puerta Lara,Panamá,8.61355,-78.13982,4326,2009,,,,1,,Heliconius erato ssp. hydara,,Subspecies,Heliconius,Nymphalidae,Lepidoptera,Insecta,Animalia,,{}
0368240d-3b6e-4393-a1b8-580568538749,0368240d-3b6e-4393-a1b8-580568538749,CAM040953,Heliconiine Butterfly Collection Records from University of Cambridge,,,PreservedSpecimen,2017-11-07,Mindo to Finca Birdadvenrure 2,Ecuador,-0.05365,-78.79098,4326,2017,Male,,,1,,Heliconius erato ssp. cyrbia,,Subspecies,Heliconius,Nymphalidae,Lepidoptera,Insecta,Animalia,,{}
036dc5bf-ed68-4baf-bd51-9816e4e55fde,036dc5bf-ed68-4baf-bd51-9816e4e55fde,CAM002992,Heliconiine Butterfly Collection Records from University of Cambridge,,,PreservedSpecimen,2000-08-12,"Quebrada Hornito Trail, Fortuna,",Panamá,8.6928,-82.2245,4326,2000,Male,,,1,,Heliconius cydno ssp. chioneus,,Subspecies,Heliconius,Nymphalidae,Lepidoptera,Insecta,Animalia,,{}
037dddd6-940c-4bdf-8d00-af3cb91cc011,037dddd6-940c-4bdf-8d00-af3cb91cc011,CAM018098,Heliconiine Butterfly Collection Records from University of Cambridge,,,PreservedSpecimen,2011-03-24,Santa Librada,Panamá,8.27971,-77.80982,4326,2011,,,,1,,Heliconius melpomene ssp. melpomene x rosina,,Subspecies,Heliconius,Nymphalidae,Lepidoptera,Insecta,Animalia,,{}
03854f36-e931-4335-94d3-10197fc41951,03854f36-e931-4335-94d3-10197fc41951,CAM018094,Heliconiine Butterfly Collection Records from University of Cambridge,,,PreservedSpecimen,2011-03-24,Santa Librada,Panamá,8.27971,-77.80982,4326,2011,,,,1,,Heliconius melpomene ssp. melpomene x rosina,,Subspecies,Heliconius,Nymphalidae,Lepidoptera,Insecta,Animalia,,{}
038a103a-e282-4491-aad7-28b723e64fc8,038a103a-e282-4491-aad7-28b723e64fc8,CAM008804,Heliconiine Butterfly Collection Records from University of Cambridge,,,PreservedSpecimen,2002-09-29,"Cana, around runway area,",Panamá,7.7568,-77.6841,4326,2002,Female,,,1,,Ithomia iphianassa ssp. panamensis,,Subspecies,Ithomia,Nymphalidae,Lepidoptera,Insecta,Animalia,,{}
03a6a1d4-0a9a-4925-bf70-5ee87e17c727,03a6a1d4-0a9a-4925-bf70-5ee87e17c727,CAM001166,Heliconiine Butterfly Collection Records from University of Cambridge,,,PreservedSpecimen,1999-02-08,"Pointe Macouria,",French Guiana,4.9138,-52.3595,4326,1999,Male,,,1,,Heliconius melpomene ssp. melpomene,,Subspecies,Heliconius,Nymphalidae,Lepidoptera,Insecta,Animalia,,{}
03b06ac7-a624-4957-839b-5ebe9b032d3b,03b06ac7-a624-4957-839b-5ebe9b032d3b,CAM041167,Heliconiine Butterfly Collection Records from University of Cambridge,,,PreservedSpecimen,2018-07-02,Limoncocha - El Carmen 1,Ecuador,-1.09256,-77.54583,4326,2018,Male,,,1,,Heliconius erato ssp. lativitta,,Subspecies,Heliconius,Nymphalidae,Lepidoptera,Insecta,Animalia,,{}
03b3a058-bd7d-4389-bb3e-c5b860675422,03b3a058-bd7d-4389-bb3e-c5b860675422,CAM040230,Heliconiine Butterfly Collection Records from University of Cambridge,,,PreservedSpecimen,2017-01-28,"Reserva Narupa, bridge",Ecuador,-0.6838,-77.73973,4326,2017,Female,,,1,,Heliconius erato ssp. lativitta,,Subspecies,Heliconius,Nymphalidae,Lepidoptera,Insecta,Animalia,,{}
03b47ecd-b094-4e1a-8628-228ec176cd0f,03b47ecd-b094-4e1a-8628-228ec176cd0f,CAM014650,Heliconiine Butterfly Collection Records from University of Cambridge,,,PreservedSpecimen,2009-11-24,Puerta Lara,Panamá,8.61355,-78.13982,4326,2009,,,,1,,Heliconius melpomene ssp. melpomene x rosina,,Subspecies,Heliconius,Nymphalidae,Lepidoptera,Insecta,Animalia,,{}
03c22ba4-da83-4133-872f-2230aa788fbd,03c22ba4-da83-4133-872f-2230aa788fbd,CAM040875,Heliconiine Butterfly Collection Records from University of Cambridge,,,PreservedSpecimen,2017-06-07,"Puerto Quito, La Isla",Ecuador,0.11001,-79.23029,4326,2017,Male,,,1,1900787,Heliconius sara,,Species,Heliconius,Nymphalidae,Lepidoptera,Insecta,Animalia,,{}
